SalesID,DateID,RegionID,ModelID,UnitsSold,Revenue_USD,DiscountPct,SalesChannel
89,20200101,3,29,21,884241,0.064,Online
90,20200101,3,30,29,1015375,0.049,Fleet
91,20200101,4,1,100,4065684,0.038,Online
92,20200101,4,2,76,3910110,0.022,Fleet
93,20200101,4,3,38,2727499,0.022,Online
94,20200101,4,4,25,1860718,0.012,Fleet
95,20200101,4,5,51,1587916,0.043,Fleet
96,20200101,4,6,29,834960,0.031,Direct
97,20200101,4,7,63,1044149,0.028,Fleet
98,20200101,4,8,20,793399,0.034,Dealer
99,20200101,4,9,17,527980,0.054,Fleet
100,20200101,4,10,29,1237229,0.074,Direct
101,20200101,4,11,27,970575,0.034,Fleet
102,20200101,4,12,18,702203,0.026,Fleet
103,20200101,4,13,11,620224,0.067,Online
104,20200101,4,14,19,1623688,0.06,Direct
105,20200101,4,15,44,1191139,0.052,Direct
106,20200101,4,16,14,595861,0.002,Dealer
107,20200101,4,17,7,510442,0.037,Online
108,20200101,4,18,9,661152,0.049,Direct
109,20200101,4,19,14,390687,0.074,Fleet
110,20200101,4,20,12,388974,0.006,Dealer
111,20200101,4,21,9,260492,0.01,Direct
112,20200101,4,22,9,270022,0.03,Online
113,20200101,4,23,9,877844,0.029,Fleet
114,20200101,4,24,7,713709,0.059,Online
115,20200101,4,25,4,541199,0.066,Online
116,20200101,4,26,4,114230,0.075,Online
117,20200101,4,27,8,304600,0.03,Direct
118,20200101,4,28,12,692521,0.039,Online
119,20200101,4,29,15,652118,0.022,Direct
120,20200101,4,30,17,542904,0.019,Fleet
121,20200101,5,1,61,2449068,0.039,Direct
122,20200101,5,2,120,5691707,0.055,Online
123,20200101,5,3,44,3183047,0.08,Online
124,20200101,5,4,27,2114347,0.025,Dealer
125,20200101,5,5,74,2343520,0.061,Dealer
126,20200101,5,6,55,1564669,0.022,Online
127,20200101,5,7,83,1444570,0.024,Dealer
128,20200101,5,8,31,1232964,0.044,Dealer
129,20200101,5,9,18,530838,0.023,Fleet
130,20200101,5,10,23,899931,0.004,Fleet
131,20200101,5,11,26,998983,0.055,Dealer
132,20200101,5,12,26,1056136,0.024,Dealer
133,20200101,5,13,21,1189921,0.018,Fleet
134,20200101,5,14,21,1788044,0.069,Fleet
135,20200101,5,15,37,996395,0.076,Dealer
136,20200101,5,16,21,901812,0.006,Dealer
137,20200101,5,17,,,0.036,Fleet
138,20200101,5,18,9,666965,0.057,Fleet
139,20200101,5,19,19,544940,0.047,Dealer
140,20200101,5,20,17,538991,0.052,Online
141,20200101,5,21,8,222718,0.06,Online
142,20200101,5,22,7,211145,0.024,Fleet
143,20200101,5,23,10,929527,0.003,Fleet
144,20200101,5,24,7,729691,0.002,Dealer
145,20200101,5,25,11,1584188,0.08,Online
146,20200101,5,26,7,214033,0.014,Fleet
147,20200101,5,27,9,343765,0.039,Direct
148,20200101,5,28,15,875397,0.026,Direct
149,20200101,5,29,18,740994,0.076,Direct
150,20200101,5,30,21,682038,0.026,Fleet
151,20200101,6,1,,,0.07,Fleet
152,20200101,6,2,39,1841184,0.029,Fleet
153,20200101,6,3,18,1338210,0.074,Fleet
154,20200101,6,4,12,943574,0.002,Dealer
155,20200101,6,5,,,0.033,Dealer
156,20200101,6,6,20,581661,0.037,Direct
157,20200101,6,7,26,448317,0.056,Fleet
158,20200101,6,8,14,557234,0.019,Dealer
159,20200101,6,9,7,231686,0.069,Online
160,20200101,6,10,22,940236,0.027,Online
161,20200101,6,11,13,500139,0.08,Fleet
162,20200101,6,12,10,400023,0.039,Online
163,20200101,6,13,6,319713,0.015,Dealer
164,20200101,6,14,7,579436,0.062,Direct
165,20200101,6,15,18,462480,0.079,Dealer
166,20200101,6,16,10,416119,0.04,Online
167,20200101,6,17,5,345437,0.037,Dealer
168,20200101,6,18,2,156799,0.012,Fleet
169,20200101,6,19,8,217966,0.006,Online
170,20200101,6,20,6,198089,0.03,Online
171,20200101,6,21,2,57439,0.049,Dealer
172,20200101,6,22,2,63943,0.08,Direct
173,20200101,6,23,3,309721,0.035,Online
174,20200101,6,24,4,386689,0.064,Online
175,20200101,6,25,3,403057,0.055,Dealer
176,20200101,6,26,4,111632,0.07,Dealer
177,20200101,6,27,2,76423,0.037,Direct
178,20200101,6,28,8,470428,0.023,Dealer
179,20200101,6,29,12,494730,0.077,Online
180,20200101,6,30,15,486353,0.08,Fleet
181,20200101,7,1,73,2798013,0.056,Direct
182,20200101,7,2,83,4172280,0.022,Direct
183,20200101,7,3,41,3189523,0.062,Dealer
184,20200101,7,4,16,1236072,0.051,Online
185,20200101,7,5,35,1152462,0.05,Direct
186,20200101,7,6,20,547292,0.046,Dealer
187,20200101,7,7,42,712782,0.011,Online
188,20200101,7,8,23,907870,0.066,Online
189,20200101,7,9,23,705359,0.07,Direct
190,20200101,7,10,14,539557,0.06,Dealer
191,20200101,7,11,19,767247,0.064,Online
192,20200101,7,12,11,436985,0.021,Direct
193,20200101,7,13,6,331068,0.066,Online
194,20200101,7,14,11,910575,0.002,Online
195,20200101,7,15,29,789327,0.073,Online
196,20200101,7,16,9,378701,0.004,Direct
197,20200101,7,17,4,289482,0.011,Fleet
198,20200101,7,18,6,488320,0.056,Fleet
199,20200101,7,19,7,197289,0.067,Fleet
200,20200101,7,20,8,244830,0.055,Dealer
201,20200101,7,21,2,54109,0.055,Online
202,20200101,7,22,6,176357,0.077,Fleet
203,20200101,7,23,5,522598,0.004,Online
204,20200101,7,24,5,488785,0.045,Direct
205,20200101,7,25,5,707731,0.019,Dealer
206,20200101,7,26,3,89773,0.022,Dealer
207,20200101,7,27,6,213579,0.069,Dealer
208,20200101,7,28,,,0.063,Dealer
209,20200101,7,29,10,402639,0.034,Direct
210,20200101,7,30,15,497829,0.062,Direct
211,20200101,8,1,63,2556006,0.073,Online
212,20200101,8,2,91,4755270,0.005,Fleet
213,20200101,8,3,42,3189303,0.035,Direct
214,20200101,8,4,20,1502666,0.01,Online
215,20200101,8,5,38,1198638,0.034,Direct
216,20200101,8,6,45,1265820,0.062,Dealer
217,20200101,8,7,24,443908,0.032,Direct
218,20200101,8,8,30,1095116,0.02,Dealer
219,20200101,8,9,16,476722,0.035,Online
220,20200101,8,10,19,781508,0.047,Online
221,20200101,8,11,16,644004,0.034,Direct
222,20200101,8,12,14,571485,0.028,Dealer
223,20200101,8,13,14,748853,0.045,Direct
224,20200101,8,14,15,1299488,0.065,Direct
225,20200101,8,15,23,563034,0.022,Online
226,20200101,8,16,9,391038,0.015,Dealer
227,20200101,8,17,4,280247,0.002,Dealer
228,20200101,8,18,5,381800,0.013,Online
229,20200101,8,19,11,287171,0.004,Dealer
230,20200101,8,20,7,207529,0.007,Fleet
231,20200101,8,21,5,138549,0.06,Direct
232,20200101,8,22,4,114933,0.054,Fleet
233,20200101,8,23,5,523465,0.004,Dealer
234,20200101,8,24,6,593489,0.011,Online
235,20200101,8,25,6,808116,0.01,Dealer
236,20200101,8,26,6,185100,0.064,Direct
237,20200101,8,27,4,149317,0.006,Online
238,20200101,8,28,15,894700,0.057,Fleet
239,20200101,8,29,11,445677,0.076,Fleet
240,20200101,8,30,23,808162,0.007,Direct
241,20200101,9,1,63,2447441,0.025,Online
242,20200101,9,2,95,4850135,0.006,Direct
243,20200101,9,3,26,1882753,0.077,Dealer
244,20200101,9,4,20,1502273,0.016,Dealer
245,20200101,9,5,42,1371512,0.04,Fleet
246,20200101,9,6,20,579413,0.051,Online
247,20200101,9,7,44,735671,0.035,Online
248,20200101,9,8,15,568224,0.028,Direct
249,20200101,9,9,14,460598,0.006,Direct
250,20200101,9,10,25,1021658,0.037,Direct
251,20200101,9,11,9,334259,0.038,Dealer
252,20200101,9,12,17,680398,0.065,Online
253,20200101,9,13,11,563749,0.057,Fleet
254,20200101,9,14,10,870368,0.029,Online
255,20200101,9,15,18,442087,0.05,Online
256,20200101,9,16,13,545327,0.054,Online
257,20200101,9,17,5,348924,0.012,Direct
258,20200101,9,18,7,512359,0.028,Fleet
259,20200101,9,19,13,361844,0.051,Online
260,20200101,9,20,13,418960,0.066,Direct
261,20200101,9,21,4,112188,0.014,Dealer
262,20200101,9,22,4,125411,0.015,Dealer
263,20200101,9,23,5,492507,0.043,Direct
264,20200101,9,24,6,647654,0.049,Fleet
265,20200101,9,25,5,690839,0.072,Fleet
266,20200101,9,26,5,145104,0.058,Fleet
267,20200101,9,27,3,108633,0.019,Fleet
268,20200101,9,28,7,396821,0.054,Fleet
269,20200101,9,29,8,340028,0.077,Dealer
270,20200101,9,30,16,507266,0.02,Fleet
271,20200101,10,1,151,6219439,0.068,Online
272,20200101,10,2,115,5408752,0.036,Dealer
273,20200101,10,3,65,5001919,0.071,Direct
274,20200101,10,4,38,2953109,0.03,Fleet
275,20200101,10,5,,,0.074,Online
276,20200101,10,6,62,1628173,0.023,Fleet
277,20200101,10,7,70,1232681,0.0,Direct
278,20200101,10,8,,,0.017,Dealer
279,20200101,10,9,20,598051,0.023,Online
280,20200101,10,10,37,1458497,0.051,Fleet
281,20200101,10,11,43,1643321,0.051,Dealer
282,20200101,10,12,36,1410361,0.0,Online
283,20200101,10,13,21,1083276,0.078,Direct
284,20200101,10,14,25,2157316,0.063,Direct
285,20200101,10,15,41,1138147,0.02,Direct
286,20200101,10,16,24,1002974,0.019,Direct
287,20200101,10,17,10,647109,0.044,Dealer
288,20200101,10,18,6,472216,0.078,Fleet
289,20200101,10,19,14,400766,0.037,Online
290,20200101,10,20,14,458234,0.071,Online
291,20200101,10,21,13,373454,0.02,Dealer
292,20200101,10,22,9,285628,0.004,Online
293,20200101,10,23,9,873928,0.035,Fleet
294,20200101,10,24,14,1380169,0.055,Online
295,20200101,10,25,13,1820050,0.006,Dealer
296,20200101,10,26,9,259675,0.006,Online
297,20200101,10,27,9,346216,0.028,Direct
298,20200101,10,28,26,1619372,0.049,Fleet
299,20200101,10,29,18,719547,0.051,Online
300,20200101,10,30,51,1753944,0.013,Direct
301,20200101,11,1,104,3845058,0.005,Online
302,20200101,11,2,127,6624460,0.003,Dealer
303,20200101,11,3,33,2522186,0.046,Online
304,20200101,11,4,14,1124835,0.02,Direct
305,20200101,11,5,66,2193862,0.009,Online
306,20200101,11,6,44,1167806,0.049,Fleet
307,20200101,11,7,53,899093,0.057,Direct
308,20200101,11,8,32,1271672,0.079,Online
309,20200101,11,9,20,613756,0.013,Dealer
310,20200101,11,10,21,858384,0.01,Dealer
311,20200101,11,11,22,821425,0.046,Fleet
312,20200101,11,12,18,730100,0.049,Direct
313,20200101,11,13,17,925061,0.033,Fleet
314,20200101,11,14,15,1214506,0.078,Direct
315,20200101,11,15,24,657710,0.062,Dealer
316,20200101,11,16,16,674403,0.04,Direct
317,20200101,11,17,8,526238,0.075,Dealer
318,20200101,11,18,5,406504,0.072,Direct
319,20200101,11,19,14,367543,0.024,Direct
320,20200101,11,20,19,572689,0.075,Dealer
321,20200101,11,21,8,223623,0.074,Direct
322,20200101,11,22,9,255631,0.004,Online
323,20200101,11,23,5,501033,0.04,Online
324,20200101,11,24,4,400592,0.02,Fleet
325,20200101,11,25,7,943926,0.039,Dealer
326,20200101,11,26,7,197122,0.069,Online
327,20200101,11,27,6,214198,0.03,Direct
328,20200101,11,28,7,411691,0.021,Dealer
329,20200101,11,29,15,665783,0.033,Dealer
330,20200101,11,30,23,809575,0.058,Dealer
331,20200101,12,1,51,2008569,0.025,Direct
332,20200101,12,2,42,2038947,0.037,Dealer
333,20200101,12,3,26,1919200,0.071,Fleet
334,20200101,12,4,20,1473517,0.009,Dealer
335,20200101,12,5,42,1300417,0.032,Dealer
336,20200101,12,6,18,482589,0.031,Fleet
337,20200101,12,7,29,526412,0.01,Direct
338,20200101,12,8,13,505528,0.027,Online
339,20200101,12,9,12,378244,0.004,Dealer
340,20200101,12,10,14,594526,0.042,Dealer
341,20200101,12,11,9,347430,0.013,Online
342,20200101,12,12,10,403254,0.041,Fleet
343,20200101,12,13,7,375346,0.054,Fleet
344,20200101,12,14,6,534922,0.058,Direct
345,20200101,12,15,17,471389,0.046,Dealer
346,20200101,12,16,7,313660,0.014,Fleet
347,20200101,12,17,5,364622,0.009,Direct
348,20200101,12,18,5,380032,0.033,Dealer
349,20200101,12,19,5,144892,0.059,Direct
350,20200101,12,20,10,315977,0.045,Fleet
351,20200101,12,21,3,90356,0.027,Online
352,20200101,12,22,4,127034,0.054,Online
353,20200101,12,23,3,297468,0.018,Online
354,20200101,12,24,3,316845,0.055,Fleet
355,20200101,12,25,3,423689,0.022,Direct
356,20200101,12,26,4,118874,0.072,Fleet
357,20200101,12,27,5,182453,0.023,Direct
358,20200101,12,28,4,234500,0.021,Fleet
359,20200101,12,29,9,384270,0.022,Direct
360,20200101,12,30,17,572467,0.019,Dealer
361,20200101,13,1,35,1418205,0.008,Dealer
362,20200101,13,2,,,0.044,Dealer
363,20200101,13,3,10,736453,0.016,Online
364,20200101,13,4,16,1284917,0.073,Direct
365,20200101,13,5,22,725502,0.003,Dealer
366,20200101,13,6,16,460942,0.075,Direct
367,20200101,13,7,26,487543,0.077,Online
368,20200101,13,8,12,420069,0.045,Direct
369,20200101,13,9,11,353186,0.042,Dealer
370,20200101,13,10,11,447215,0.015,Direct
371,20200101,13,11,7,273932,0.001,Online
372,20200101,13,12,12,487763,0.061,Dealer
373,20200101,13,13,4,216193,0.026,Fleet
374,20200101,13,14,4,328897,0.011,Online
375,20200101,13,15,16,414704,0.021,Online
376,20200101,13,16,6,273743,0.001,Online
377,20200101,13,17,3,201288,0.032,Online
378,20200101,13,18,2,156473,0.075,Online
379,20200101,13,19,5,131776,0.06,Online
380,20200101,13,20,5,158624,0.038,Dealer
381,20200101,13,21,3,88945,0.042,Online
382,20200101,13,22,2,61091,0.005,Dealer
383,20200101,13,23,2,197331,0.009,Dealer
384,20200101,13,24,2,205365,0.072,Fleet
385,20200101,13,25,3,405465,0.005,Fleet
386,20200101,13,26,2,57604,0.002,Online
387,20200101,13,27,3,105829,0.028,Direct
388,20200101,13,28,4,222583,0.072,Fleet
389,20200101,13,29,7,306851,0.078,Fleet
390,20200101,13,30,9,315113,0.036,Fleet
391,20200101,14,1,18,712700,0.052,Online
392,20200101,14,2,36,1887948,0.031,Dealer
393,20200101,14,3,,,0.002,Online
394,20200101,14,4,7,567479,0.034,Fleet
395,20200101,14,5,17,519974,0.075,Direct
396,20200101,14,6,10,281631,0.049,Direct
397,20200101,14,7,14,246465,0.054,Direct
398,20200101,14,8,9,316607,0.035,Dealer
399,20200101,14,9,6,201437,0.019,Online
400,20200101,14,10,5,211484,0.065,Dealer
401,20200101,14,11,6,219813,0.024,Direct
402,20200101,14,12,7,285417,0.059,Dealer
403,20200101,14,13,3,173911,0.075,Fleet
404,20200101,14,14,3,251223,0.033,Dealer
405,20200101,14,15,9,226891,0.018,Dealer
406,20200101,14,16,4,186984,0.045,Fleet
407,20200101,14,17,1,66156,0.052,Fleet
408,20200101,14,18,1,72698,0.058,Dealer
409,20200101,14,19,5,129705,0.006,Dealer
410,20200101,14,20,4,132228,0.027,Direct
411,20200101,14,21,2,58991,0.06,Dealer
412,20200101,14,22,2,62207,0.032,Dealer
413,20200101,14,23,1,98839,0.029,Online
414,20200101,14,24,1,108030,0.037,Fleet
415,20200101,14,25,2,265148,0.004,Dealer
416,20200101,14,26,1,27663,0.044,Fleet
417,20200101,14,27,1,37874,0.02,Online
418,20200101,14,28,4,246327,0.077,Fleet
419,20200101,14,29,2,80675,0.044,Dealer
420,20200101,14,30,6,200869,0.051,Direct
421,20200101,15,1,14,574606,0.004,Direct
422,20200101,15,2,27,1389589,0.019,Dealer
423,20200101,15,3,15,1125208,0.053,Fleet
424,20200101,15,4,8,590035,0.043,Fleet
425,20200101,15,5,21,703633,0.001,Fleet
426,20200101,15,6,12,348859,0.009,Direct
427,20200101,15,7,12,205808,0.028,Fleet
428,20200101,15,8,8,317591,0.037,Dealer
429,20200101,15,9,7,230770,0.052,Direct
430,20200101,15,10,8,321421,0.044,Direct
431,20200101,15,11,4,159077,0.052,Online
432,20200101,15,12,4,168759,0.008,Direct
433,20200101,15,13,4,220200,0.022,Direct
434,20200101,15,14,6,499840,0.043,Direct
435,20200101,15,15,,,0.017,Dealer
436,20200101,15,16,5,227821,0.032,Direct
437,20200101,15,17,1,72027,0.054,Online
438,20200101,15,18,2,158522,0.063,Direct
439,20200101,15,19,1,27390,0.067,Online
440,20200101,15,20,4,127975,0.048,Online
441,20200101,15,21,2,57059,0.028,Fleet
442,20200101,15,22,2,62014,0.053,Direct
443,20200101,15,23,2,185725,0.021,Fleet
444,20200101,15,24,1,104651,0.059,Online
445,20200101,15,25,1,134939,0.061,Direct
446,20200101,15,26,2,56662,0.036,Fleet
447,20200101,15,27,2,76017,0.063,Fleet
448,20200101,15,28,,,0.033,Direct
449,20200101,15,29,3,122737,0.042,Fleet
450,20200101,15,30,4,129111,0.021,Dealer
451,20200201,1,1,290,11399370,0.006,Online
452,20200201,1,2,304,15405416,0.04,Dealer
453,20200201,1,3,,,0.032,Fleet
454,20200201,1,4,82,6315444,0.027,Dealer
455,20200201,1,5,145,4557739,0.014,Fleet
456,20200201,1,6,153,4103593,0.056,Fleet
457,20200201,1,7,191,3288237,0.063,Online
458,20200201,1,8,73,2755416,0.047,Dealer
459,20200201,1,9,53,1662098,0.057,Fleet
460,20200201,1,10,60,2556802,0.006,Fleet
461,20200201,1,11,56,2060478,0.012,Fleet
462,20200201,1,12,53,2015127,0.079,Fleet
463,20200201,1,13,30,1716933,0.033,Direct
464,20200201,1,14,34,2862900,0.072,Direct
465,20200201,1,15,112,2794740,0.049,Fleet
466,20200201,1,16,44,1906741,0.064,Direct
467,20200201,1,17,23,1587513,0.046,Dealer
468,20200201,1,18,20,1514522,0.062,Dealer
469,20200201,1,19,38,1037898,0.077,Direct
470,20200201,1,20,41,1331575,0.028,Online
471,20200201,1,21,17,484077,0.035,Fleet
472,20200201,1,22,20,589806,0.065,Direct
473,20200201,1,23,23,2352860,0.074,Dealer
474,20200201,1,24,20,2070771,0.026,Fleet
475,20200201,1,25,23,2996188,0.051,Fleet
476,20200201,1,26,19,579040,0.071,Fleet
477,20200201,1,27,16,577140,0.06,Direct
478,20200201,1,28,35,2149332,0.043,Online
479,20200201,1,29,35,1553194,0.042,Online
480,20200201,1,30,72,2432310,0.047,Online
481,20200201,2,1,114,4593355,0.064,Direct
482,20200201,2,2,185,8884829,0.019,Direct
483,20200201,2,3,75,5480107,0.011,Fleet
484,20200201,2,4,57,4483138,0.043,Dealer
485,20200201,2,5,67,2060160,0.036,Direct
486,20200201,2,6,60,1753482,0.039,Dealer
487,20200201,2,7,94,1665514,0.055,Fleet
488,20200201,2,8,21,780205,0.013,Direct
489,20200201,2,9,34,1032762,0.023,Fleet
490,20200201,2,10,37,1564984,0.04,Direct
491,20200201,2,11,28,1134001,0.043,Direct
492,20200201,2,12,30,1199242,0.017,Fleet
493,20200201,2,13,29,1540251,0.08,Fleet
494,20200201,2,14,27,2427157,0.007,Direct
495,20200201,2,15,56,1478702,0.028,Fleet
496,20200201,2,16,18,759777,0.017,Dealer
497,20200201,2,17,12,836780,0.013,Online
498,20200201,2,18,8,595767,0.069,Direct
499,20200201,2,19,27,702349,0.022,Dealer
500,20200201,2,20,28,839776,0.012,Online
501,20200201,2,21,13,370828,0.046,Online
502,20200201,2,22,7,208528,0.006,Direct
503,20200201,2,23,7,723112,0.036,Fleet
504,20200201,2,24,13,1249060,0.062,Direct
505,20200201,2,25,10,1333865,0.005,Fleet
506,20200201,2,26,8,234205,0.017,Online
507,20200201,2,27,10,356988,0.068,Online
508,20200201,2,28,25,1527977,0.004,Fleet
509,20200201,2,29,33,1389532,0.079,Fleet
510,20200201,2,30,34,1160137,0.011,Online
511,20200201,3,1,152,6109459,0.02,Online
512,20200201,3,2,198,9941160,0.004,Online
513,20200201,3,3,56,3913273,0.008,Dealer
514,20200201,3,4,25,1874268,0.018,Fleet
515,20200201,3,5,106,3556377,0.034,Dealer
516,20200201,3,6,61,1622195,0.007,Direct
517,20200201,3,7,81,1413901,0.065,Dealer
518,20200201,3,8,44,1685423,0.005,Direct
519,20200201,3,9,26,788484,0.06,Fleet
520,20200201,3,10,36,1458640,0.017,Direct
521,20200201,3,11,32,1193296,0.034,Dealer
522,20200201,3,12,32,1313774,0.02,Online
523,20200201,3,13,21,1169907,0.024,Dealer
524,20200201,3,14,13,1085219,0.004,Dealer
525,20200201,3,15,44,1162748,0.042,Direct
526,20200201,3,16,20,937165,0.011,Fleet
527,20200201,3,17,7,510868,0.062,Direct
528,20200201,3,18,12,862798,0.017,Direct
529,20200201,3,19,24,681467,0.061,Fleet
530,20200201,3,20,18,536092,0.043,Dealer
531,20200201,3,21,9,247014,0.065,Online
532,20200201,3,22,11,339082,0.067,Direct
533,20200201,3,23,9,855065,0.02,Fleet
534,20200201,3,24,12,1252297,0.004,Dealer
535,20200201,3,25,12,1558790,0.076,Online
536,20200201,3,26,12,337140,0.062,Online
537,20200201,3,27,9,330402,0.034,Direct
538,20200201,3,28,17,1067229,0.05,Fleet
539,20200201,3,29,16,683583,0.029,Online
540,20200201,3,30,31,1085788,0.054,Direct
541,20200201,4,1,96,3962583,0.02,Fleet
542,20200201,4,2,136,7068066,0.014,Direct
543,20200201,4,3,25,1826978,0.026,Fleet
544,20200201,4,4,26,1999860,0.066,Online
545,20200201,4,5,76,2308002,0.041,Direct
546,20200201,4,6,56,1456610,0.037,Online
547,20200201,4,7,55,969583,0.03,Online
548,20200201,4,8,25,911533,0.05,Fleet
549,20200201,4,9,14,457348,0.059,Dealer
550,20200201,4,10,44,1898962,0.002,Online
551,20200201,4,11,,,0.027,Fleet
552,20200201,4,12,17,705408,0.008,Dealer
553,20200201,4,13,8,415947,0.022,Direct
554,20200201,4,14,19,1715548,0.042,Online
555,20200201,4,15,25,653030,0.051,Fleet
556,20200201,4,16,16,715469,0.035,Dealer
557,20200201,4,17,7,501095,0.056,Online
558,20200201,4,18,9,670659,0.006,Dealer
559,20200201,4,19,19,497457,0.036,Online
560,20200201,4,20,19,601719,0.077,Dealer
561,20200201,4,21,5,135104,0.065,Online
562,20200201,4,22,8,248606,0.003,Online
563,20200201,4,23,9,873486,0.004,Online
564,20200201,4,24,9,985441,0.002,Fleet
565,20200201,4,25,9,1157934,0.008,Dealer
566,20200201,4,26,6,167043,0.062,Dealer
567,20200201,4,27,9,343565,0.052,Online
568,20200201,4,28,20,1115215,0.08,Dealer
569,20200201,4,29,18,803056,0.066,Online
570,20200201,4,30,20,704728,0.004,Fleet
571,20200201,5,1,,,0.055,Dealer
572,20200201,5,2,100,5189360,0.022,Fleet
573,20200201,5,3,55,3926279,0.024,Fleet
574,20200201,5,4,34,2671451,0.007,Fleet
575,20200201,5,5,77,2435309,0.05,Direct
576,20200201,5,6,59,1687764,0.029,Fleet
577,20200201,5,7,52,894027,0.002,Dealer
578,20200201,5,8,,,0.065,Online
579,20200201,5,9,43,1403093,0.08,Dealer
580,20200201,5,10,44,1833635,0.021,Direct
581,20200201,5,11,27,1092386,0.031,Dealer
582,20200201,5,12,12,489341,0.064,Online
583,20200201,5,13,18,1040262,0.045,Dealer
584,20200201,5,14,17,1518239,0.078,Online
585,20200201,5,15,45,1190373,0.002,Fleet
586,20200201,5,16,,,0.073,Dealer
587,20200201,5,17,9,644397,0.069,Direct
588,20200201,5,18,,,0.047,Dealer
589,20200201,5,19,18,527368,0.03,Fleet
590,20200201,5,20,10,308401,0.026,Dealer
